||           KATA||           FILE  1||           FILE  2||           FILE  3||           FILE  4||           FILE  5||           FILE  6||           FILE  7||           FILE  8||           FILE  9||           FILE 10||           FILE 11||           FILE 12||
||          shape||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||         shiner||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||       shootout||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 3||                 3||
||          shoot||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 2||                 2||
||          shirt||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||       shoulder||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          short||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           show||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||      simanindo||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||     simalungun||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||           side||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||           sink||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||          sinar||                 0||                 0||                 0||                 0||                 3||                 0||                 3||                 3||                 0||                 0||                 0||                 0||
||         simpli||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||            six||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 3||                 3||
||         situat||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||          sixth||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||          state||                 0||                 0||                 0||                 0||                 1||                 2||                 1||                 1||                 0||                 0||                 0||                 0||
||           span||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||         sooner||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||             so||                 1||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 2||                 3||                 1||                 1||
||          skill||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 0||                 0||
||           slam||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||         someth||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 1||
||         soccer||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||           soar||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||           soon||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||       southgat||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 2||                 2||
||           soul||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           sort||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 3||                 0||                 0||
||       southern||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          space||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          squar||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 1||                 0||                 0||
||      spokesman||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||         specif||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||        spartak||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 1||
||          spare||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||        special||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||          spiki||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           spot||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 1||
||          sport||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 3||                 0||                 0||
||          squad||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||        stagger||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||          staff||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||        stadium||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 3||                 3||
||          stage||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 1||
||          stand||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 1||                 1||                 1||
||          stamp||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 0||                 0||
||          start||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           star||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         sumadi||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||        strateg||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||          stone||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||          steel||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 1||                 1||
||      statutori||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||        station||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||           step||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 2||                 2||
||          steer||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||        stomach||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||       straight||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||        stoppag||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 2||
||           stop||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         strang||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          style||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||       strength||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||      streetwis||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||         street||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||           stud||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 0||                 0||
||        stretch||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||           stun||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||            sub||                 0||                 0||                 0||                 0||                 2||                 0||                 2||                 2||                 0||                 0||                 0||                 0||
||         suffer||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 1||                 1||
||         surviv||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||         surfac||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||         sundai||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||         sumber||                 0||                 0||                 0||                 0||                 1||                 1||                 1||                 1||                 0||                 0||                 0||                 0||
||        sumatra||                 0||                 0||                 0||                 0||                 3||                 0||                 3||                 3||                 0||                 0||                 0||                 0||
||           sumo||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||      superstar||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||       superior||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||        support||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||       surround||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||
||          surli||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||              t||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 3||                 5||                 3||                 3||
||        swallow||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||        sustain||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||       survivor||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||           swai||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         sweden||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||           swat||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         system||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          swift||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||           talk||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||       takedown||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||         tactic||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 0||
||         talent||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           team||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 2||                 2||                 5||                 5||
||           taro||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||        teammat||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||             us||                 0||                 0||                 0||                 0||                 1||                 1||                 1||                 1||                 1||                 3||                 1||                 1||
||      transport||                 0||                 0||                 0||                 0||                 2||                 0||                 2||                 2||                 0||                 0||                 0||                 0||
||          tomok||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||          three||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 1||                 3||                 3||
||          think||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 6||                 0||                 0||
||             th||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 1||                 1||
||         textil||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||           test||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          thing||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 0||
||         thirti||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||          third||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||       thousand||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         though||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 2||
||       threaten||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           time||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 4||                 2||                 2||
||       tiebreak||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 4||                 4||
||          throw||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||            tie||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         tigara||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||           tire||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          tipsi||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||           toba||                 0||                 0||                 0||                 0||                 9||                 0||                 9||                 9||                 0||                 0||                 0||                 0||
||          todai||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||          total||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||          topic||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||                 0||                 0||                 0||
||            top||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||
||            too||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||          toppl||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||        tourist||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||       touchlin||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          touch||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 0||
||        tourism||                 0||                 0||                 0||                 0||                 1||                 1||                 1||                 1||                 0||                 0||                 0||                 0||
||          trade||                 0||                 0||                 0||                 0||                 0||                 3||                 0||                 0||                 0||                 0||                 0||                 0||
||     tournament||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 1||                 1||
||        tragedi||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||       transpir||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          twice||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||          truck||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||        triumph||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          treat||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||         travel||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 1||                 1||
||       trippier||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||            tri||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         trophi||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         troubl||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||          truth||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          trust||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||        tuesdai||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 2||
||            try||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||           turf||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         unless||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||      uncomfort||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||              u||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||            two||                 0||                 0||                 0||                 0||                 1||                 2||                 1||                 1||                 1||                 3||                 1||                 1||
||           ugli||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||                 0||                 0||
||    uncompromis||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||    underachiev||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         upward||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||    unnecessari||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||                 0||
||         unlock||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||          until||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||          upper||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||           urib||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 2||                 2||
||            urg||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||          water||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||         volcan||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||        vietnam||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||        variabl||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          usual||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||        version||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||        victori||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 1||
||         visibl||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||         villag||                 0||                 0||                 0||                 0||                 1||                 0||                 1||                 1||                 0||                 0||                 0||                 0||
||        villain||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 0||                 1||                 0||                 0||
||          visit||                 0||                 0||                 0||                 0||                 0||                 2||                 0||                 0||                 0||                 0||                 0||                 0||
